Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,5060.000000,5150.000000,4910.000000,4910.000000,2062.938965,314700
2000-01-05,4900.000000,4950.000000,4855.000000,4905.000000,2060.838379,459344
2000-01-06,4910.000000,5060.000000,4900.000000,4980.000000,2092.349121,214793
2000-01-07,5000.000000,5280.000000,5000.000000,5000.000000,2100.752930,586084
2000-01-10,5190.000000,5350.000000,5190.000000,5300.000000,2226.798096,497670
2000-01-11,5320.000000,5350.000000,5070.000000,5070.000000,2130.163574,613670
2000-01-12,5050.000000,5170.000000,4960.000000,5000.000000,2100.752930,720991
2000-01-13,5000.000000,5000.000000,4880.000000,4880.000000,2050.334473,668348
2000-01-14,4905.000000,5050.000000,4905.000000,4950.000000,2079.745605,2237065
2000-01-17,4980.000000,5280.000000,4980.000000,5220.000000,2193.186523,952487
2000-01-18,5220.000000,5400.000000,5100.000000,5180.000000,2176.380127,462521
2000-01-19,5180.000000,5300.000000,5150.000000,5250.000000,2205.789795,660016
2000-01-20,5230.000000,5370.000000,5230.000000,5310.000000,2230.998779,1874042
2000-01-21,5310.000000,5350.000000,5160.000000,5340.000000,2243.604248,606350
2000-01-24,5450.000000,5450.000000,5300.000000,5360.000000,2252.007080,162777
2000-01-25,5360.000000,5360.000000,5150.000000,5150.000000,2163.775879,516699
2000-01-26,5200.000000,5250.000000,5130.000000,5150.000000,2163.775879,648118
2000-01-27,5100.000000,5190.000000,5000.000000,5080.000000,2134.365234,475670
2000-01-28,5010.000000,5030.000000,4880.000000,4900.000000,2058.737305,1021310
2000-01-31,4800.000000,5070.000000,4800.000000,4980.000000,2092.349121,625015
2000-02-01,4980.000000,5100.000000,4980.000000,4980.000000,2092.349121,754047
2000-02-02,5100.000000,5100.000000,4990.000000,4990.000000,2096.551270,565027
2000-02-03,5000.000000,5020.000000,4940.000000,5000.000000,2100.752930,555681
2000-02-04,5000.000000,5000.000000,4950.000000,4950.000000,2079.745605,329493
2000-02-07,5000.000000,5050.000000,4960.000000,5000.000000,2100.752930,339096
2000-02-08,4990.000000,5000.000000,4965.000000,4965.000000,2086.047363,306102
2000-02-09,4965.000000,5000.000000,4960.000000,5000.000000,2100.752930,211221
2000-02-10,4970.000000,5000.000000,4900.000000,4960.000000,2083.946533,921249
2000-02-11,4960.000000,4985.000000,4960.000000,4965.000000,2086.047363,622415
2000-02-14,4960.000000,5000.000000,4900.000000,4950.000000,2079.745605,741903
2000-02-15,4980.000000,4995.000000,4800.000000,4800.000000,2016.723022,1127698
2000-02-16,4850.000000,4910.000000,4660.000000,4710.000000,1978.909058,1143788
2000-02-17,4740.000000,4800.000000,4700.000000,4735.000000,1989.412476,1843229
2000-02-18,4730.000000,4870.000000,4730.000000,4730.000000,1987.312012,4554917
2000-02-21,4750.000000,4750.000000,4625.000000,4660.000000,1957.901611,319490
2000-02-22,4610.000000,4650.000000,4395.000000,4535.000000,1905.382690,455971
2000-02-23,4530.000000,4590.000000,4230.000000,4300.000000,1806.647339,1830389
2000-02-24,4300.000000,4350.000000,3950.000000,4250.000000,1785.639648,2754448
2000-02-25,4200.000000,4200.000000,4000.000000,4040.000000,1697.408325,1214869
2000-02-28,4040.000000,4125.000000,3950.000000,3960.000000,1663.795898,1652340
2000-02-29,4050.000000,4100.000000,4000.000000,4060.000000,1705.811157,1330886
2000-03-01,4150.000000,4250.000000,4100.000000,4175.000000,1754.128662,2745371
2000-03-02,4250.000000,4500.000000,4185.000000,4240.000000,1781.438477,1848306
2000-03-03,4240.000000,4350.000000,4190.000000,4235.000000,1779.337402,1045500
2000-03-06,4275.000000,4305.000000,4100.000000,4150.000000,1743.625000,865214
2000-03-07,4175.000000,4200.000000,4050.000000,4050.000000,1701.609375,1713412
2000-03-08,4150.000000,4480.000000,4150.000000,4250.000000,1785.639648,2662751
2000-03-09,4200.000000,4200.000000,4000.000000,4100.000000,1722.617310,1515556
2000-03-10,4245.000000,4250.000000,4100.000000,4150.000000,1743.625000,887321
2000-03-13,4150.000000,4150.000000,4150.000000,4150.000000,1743.625000,0
2000-03-14,3950.000000,4100.000000,3950.000000,4000.000000,1680.602417,782902
2000-03-15,4000.000000,4100.000000,3950.000000,3950.000000,1659.594727,735856
2000-03-16,4100.000000,4190.000000,3950.000000,3950.000000,1659.594727,1767989
2000-03-17,4290.000000,4400.000000,4100.000000,4105.000000,1724.718384,1525392
2000-03-20,4110.000000,4110.000000,3930.000000,4010.000000,1719.572266,461382
2000-03-21,4010.000000,4010.000000,4010.000000,4010.000000,1719.572266,0
2000-03-22,4095.000000,4130.000000,4010.000000,4015.000000,1721.715942,800894
2000-03-23,4075.000000,4090.000000,4015.000000,4040.000000,1732.436646,828586
2000-03-24,4050.000000,4330.000000,4040.000000,4300.000000,1843.930054,771541
2000-03-27,4350.000000,4450.000000,4305.000000,4330.000000,1856.794800,944373
2000-03-28,4250.000000,4300.000000,4225.000000,4250.000000,1822.488892,1760582
2000-03-29,4240.000000,4250.000000,4190.000000,4250.000000,1822.488892,704746
2000-03-30,4245.000000,4250.000000,4000.000000,4000.000000,1715.283936,2494522
2000-03-31,4100.000000,4150.000000,4025.000000,4080.000000,1749.590088,1199438
2000-04-03,4000.000000,4150.000000,4000.000000,4000.000000,1715.283936,833319
2000-04-04,4120.000000,4300.000000,4120.000000,4120.000000,1766.742188,795373
2000-04-05,4190.000000,4260.000000,4100.000000,4100.000000,1758.166382,1392184
2000-04-06,4250.000000,4250.000000,4125.000000,4125.000000,1768.886841,811485
2000-04-07,4200.000000,4410.000000,4175.000000,4175.000000,1790.327515,1385125
2000-04-10,4320.000000,4430.000000,4200.000000,4200.000000,1801.048340,265217
2000-04-11,4200.000000,4200.000000,4050.000000,4050.000000,1736.724731,547167
2000-04-12,4125.000000,4150.000000,4020.000000,4020.000000,1723.860474,568189
2000-04-13,4000.000000,4175.000000,4000.000000,4000.000000,1715.283936,624236
2000-04-14,4050.000000,4070.000000,3950.000000,3950.000000,1693.842896,512952
2000-04-17,3800.000000,3800.000000,3400.000000,3400.000000,1457.991333,786358
2000-04-18,3700.000000,4050.000000,3700.000000,3700.000000,1586.638062,1313306
2000-04-19,4050.000000,4120.000000,3800.000000,3800.000000,1629.519531,2084040
2000-04-20,3810.000000,3940.000000,3810.000000,3810.000000,1633.807861,1874780
2000-04-21,3810.000000,3810.000000,3810.000000,3810.000000,1633.807861,0
2000-04-24,3810.000000,3810.000000,3810.000000,3810.000000,1633.807861,0
2000-04-25,3850.000000,4000.000000,3850.000000,3850.000000,1650.960693,700374
2000-04-26,4000.000000,4030.000000,3990.000000,3990.000000,1710.996216,788740
2000-04-27,3990.000000,3990.000000,3990.000000,3990.000000,1710.996216,0
2000-04-28,4000.000000,4015.000000,3980.000000,3980.000000,1706.707397,1377842
2000-05-01,3980.000000,3980.000000,3980.000000,3980.000000,1706.707397,0
2000-05-02,3980.000000,4020.000000,3700.000000,3700.000000,1586.638062,936663
2000-05-03,3820.000000,4000.000000,3820.000000,3820.000000,1638.096313,608834
2000-05-04,3940.000000,4000.000000,3900.000000,3900.000000,1672.401489,2214860
2000-05-05,4025.000000,4150.000000,4025.000000,4025.000000,1726.004517,1481697
2000-05-08,4110.000000,4370.000000,4110.000000,4110.000000,1762.454712,795165
2000-05-09,4110.000000,4110.000000,4110.000000,4110.000000,1762.454712,0
2000-05-10,4550.000000,4720.000000,4520.000000,4520.000000,1938.270996,3207198
2000-05-11,4550.000000,4550.000000,4430.000000,4430.000000,1899.677002,1195411
2000-05-12,4550.000000,4600.000000,4470.000000,4470.000000,1916.829468,4169027
2000-05-15,4520.000000,4660.000000,4500.000000,4500.000000,1929.693970,4972809
2000-05-16,4675.000000,4710.000000,4620.000000,4620.000000,1981.152832,311708
2000-05-17,4635.000000,4650.000000,4450.000000,4450.000000,1908.253296,395059
2000-05-18,4495.000000,4495.000000,4380.000000,4400.000000,1886.812744,992653
2000-05-19,4405.000000,4600.000000,4400.000000,4400.000000,1886.812744,1578742
2000-05-22,4500.000000,4650.000000,4490.000000,4490.000000,1925.406738,2796345
2000-05-23,4630.000000,4670.000000,4620.000000,4620.000000,1981.152832,410442
2000-05-24,4600.000000,4605.000000,4560.000000,4560.000000,1955.423828,4184834
2000-05-25,4650.000000,4740.000000,4600.000000,4600.000000,1972.576172,2668892
2000-05-26,4620.000000,4725.000000,4620.000000,4650.000000,1994.017700,793832
2000-05-29,4690.000000,4690.000000,4625.000000,4625.000000,1983.297363,679849
2000-05-30,4630.000000,4720.000000,4600.000000,4600.000000,1972.576172,422430
2000-05-31,4680.000000,4700.000000,4560.000000,4560.000000,1955.423828,1039316
2000-06-01,4575.000000,4575.000000,4370.000000,4370.000000,1873.947510,1410279
2000-06-02,4430.000000,4510.000000,4380.000000,4380.000000,1878.235840,916315
2000-06-05,4440.000000,4570.000000,4440.000000,4440.000000,1903.965454,136938
2000-06-06,4520.000000,4545.000000,4460.000000,4460.000000,1912.541260,595581
2000-06-07,4550.000000,4680.000000,4550.000000,4550.000000,1951.135010,479229
2000-06-08,4680.000000,4815.000000,4620.000000,4620.000000,1981.152832,6610949
2000-06-09,4800.000000,4890.000000,4760.000000,4760.000000,2041.187988,1358913
2000-06-12,4820.000000,5020.000000,4820.000000,4820.000000,2066.916992,2616965
2000-06-13,4935.000000,4950.000000,4880.000000,4880.000000,2092.646240,2144788
2000-06-14,4920.000000,4920.000000,4850.000000,4850.000000,2079.781494,377531
2000-06-15,4880.000000,4920.000000,4850.000000,4850.000000,2079.781494,1473464
2000-06-16,4850.000000,4850.000000,4850.000000,4850.000000,2079.781494,0
2000-06-19,4850.000000,4850.000000,4850.000000,4850.000000,2079.781494,0
2000-06-20,4800.000000,4800.000000,4700.000000,4700.000000,2015.458862,1145744
2000-06-21,4710.000000,4720.000000,4670.000000,4670.000000,2002.594116,2351791
2000-06-22,4700.000000,4750.000000,4620.000000,4620.000000,1981.152832,2534077
2000-06-23,4700.000000,4700.000000,4630.000000,4630.000000,1985.441284,892916
2000-06-26,4665.000000,4680.000000,4600.000000,4600.000000,1972.576172,2611825
2000-06-27,4600.000000,4650.000000,4550.000000,4550.000000,1951.135010,966435
2000-06-28,4640.000000,4640.000000,4575.000000,4575.000000,1961.856445,862863
2000-06-29,4625.000000,4635.000000,4540.000000,4540.000000,1946.848022,1774695
2000-06-30,4540.000000,4585.000000,4520.000000,4520.000000,1938.270996,2174595
2000-07-03,4550.000000,4575.000000,4455.000000,4455.000000,1910.397583,326581
2000-07-04,4455.000000,4490.000000,4450.000000,4450.000000,1908.253296,321972
2000-07-05,4465.000000,4465.000000,4350.000000,4350.000000,1865.371094,400270
2000-07-06,4350.000000,4440.000000,4350.000000,4350.000000,1865.371094,589717
2000-07-07,4350.000000,4350.000000,4350.000000,4350.000000,1865.371094,0
2000-07-10,4510.000000,4640.000000,4510.000000,4510.000000,1933.983154,199001
2000-07-11,4645.000000,4650.000000,4550.000000,4550.000000,1951.135010,669246
2000-07-12,4600.000000,4600.000000,4440.000000,4440.000000,1903.965454,646423
2000-07-13,4470.000000,4550.000000,4425.000000,4425.000000,1897.532837,897637
2000-07-14,4450.000000,4500.000000,4435.000000,4435.000000,1901.821045,2429511
2000-07-17,4510.000000,4650.000000,4510.000000,4510.000000,1933.983154,345042
2000-07-18,4630.000000,4630.000000,4575.000000,4575.000000,1961.856445,919101
2000-07-19,4625.000000,4720.000000,4625.000000,4625.000000,1983.297363,876127
2000-07-20,4600.000000,4700.000000,4600.000000,4600.000000,1972.576172,280831
2000-07-21,4640.000000,4770.000000,4630.000000,4630.000000,1985.441284,743835
2000-07-24,4630.000000,4630.000000,4630.000000,4630.000000,1985.441284,0
2000-07-25,4600.000000,4675.000000,4600.000000,4600.000000,1972.576172,701985
2000-07-26,4640.000000,4660.000000,4590.000000,4590.000000,1968.287964,1238811
2000-07-27,4590.000000,4590.000000,4590.000000,4590.000000,1968.287964,0
2000-07-28,4610.000000,4610.000000,4460.000000,4460.000000,1912.541260,760708
2000-07-31,4450.000000,4520.000000,4400.000000,4400.000000,1886.812744,280298
2000-08-01,4450.000000,4450.000000,4320.000000,4320.000000,1852.507324,1226788
2000-08-02,4370.000000,4400.000000,4320.000000,4320.000000,1852.507324,812427
2000-08-03,4400.000000,4420.000000,4380.000000,4380.000000,1878.235840,1754678
2000-08-04,4415.000000,4600.000000,4415.000000,4415.000000,1893.244385,1016720
2000-08-07,4630.000000,4750.000000,4630.000000,4630.000000,1985.441284,638041
2000-08-08,4700.000000,4700.000000,4630.000000,4630.000000,1985.441284,389777
2000-08-09,4630.000000,4630.000000,4630.000000,4630.000000,1985.441284,0
2000-08-10,4720.000000,4930.000000,4720.000000,4720.000000,2024.034912,1021040
2000-08-11,4920.000000,4990.000000,4880.000000,4880.000000,2092.646240,723179
2000-08-14,4995.000000,5020.000000,4965.000000,4965.000000,2129.096436,563202
2000-08-15,4965.000000,4990.000000,4930.000000,4930.000000,2114.087402,839718
2000-08-16,4940.000000,4940.000000,4875.000000,4875.000000,2090.502686,289917
2000-08-17,4910.000000,4925.000000,4760.000000,4760.000000,2041.187988,807756
2000-08-18,4900.000000,4990.000000,4900.000000,4900.000000,2101.222412,963196
2000-08-21,4980.000000,5300.000000,4975.000000,4975.000000,2133.384277,863096
2000-08-22,5250.000000,5340.000000,5220.000000,5220.000000,2238.446045,463968
2000-08-23,5200.000000,5200.000000,5110.000000,5110.000000,2191.275391,609224
2000-08-24,5150.000000,5320.000000,5150.000000,5150.000000,2208.428711,1120010
2000-08-25,5320.000000,5320.000000,5100.000000,5100.000000,2186.986816,548267
2000-08-28,5180.000000,5300.000000,5140.000000,5140.000000,2204.140381,832661
2000-08-29,5300.000000,5410.000000,5300.000000,5300.000000,2272.751709,1103367
2000-08-30,5430.000000,5550.000000,5380.000000,5380.000000,2307.056885,1601725
2000-08-31,5500.000000,5700.000000,5500.000000,5500.000000,2358.515869,2087842
2000-09-01,5750.000000,5830.000000,5750.000000,5750.000000,2465.721436,1268369
2000-09-04,5810.000000,5990.000000,5810.000000,5810.000000,2491.450195,708498
2000-09-05,6000.000000,6010.000000,5750.000000,5750.000000,2465.721436,1272932
2000-09-06,5800.000000,5820.000000,5550.000000,5550.000000,2379.956787,732432
2000-09-07,5650.000000,5800.000000,5630.000000,5630.000000,2414.261719,1185603
2000-09-08,5760.000000,5800.000000,5600.000000,5600.000000,2401.397705,1307298
2000-09-11,5600.000000,5630.000000,5490.000000,5490.000000,2354.226807,1100479
2000-09-12,5520.000000,5680.000000,5500.000000,5500.000000,2358.515869,1713958
2000-09-13,5500.000000,5590.000000,5450.000000,5540.000000,2375.668213,1302888
2000-09-14,5500.000000,5750.000000,5490.000000,5490.000000,2354.226807,667691
2000-09-15,5730.000000,5750.000000,5600.000000,5600.000000,2401.397705,982245
2000-09-18,5700.000000,5720.000000,5600.000000,5600.000000,2461.619385,647445
2000-09-19,5750.000000,5850.000000,5670.000000,5670.000000,2492.389404,635580
2000-09-20,5700.000000,5700.000000,5600.000000,5600.000000,2461.619385,443897
2000-09-21,5610.000000,5670.000000,5420.000000,5420.000000,2382.495605,1372548
2000-09-22,5450.000000,5580.000000,5400.000000,5400.000000,2373.704834,564770
2000-09-25,5400.000000,5400.000000,5400.000000,5400.000000,2373.704834,0
2000-09-26,5580.000000,5600.000000,5450.000000,5450.000000,2395.683105,891487
2000-09-27,5480.000000,5860.000000,5480.000000,5480.000000,2408.869629,1655826
2000-09-28,5780.000000,5850.000000,5730.000000,5730.000000,2518.764648,581463
2000-09-29,5700.000000,5730.000000,5660.000000,5660.000000,2487.994141,929831
2000-10-02,5700.000000,5920.000000,5600.000000,5600.000000,2461.619385,624784
2000-10-03,5950.000000,6060.000000,5950.000000,5950.000000,2615.470459,1531684
2000-10-04,5970.000000,6000.000000,5810.000000,5810.000000,2553.930420,684228
2000-10-05,5860.000000,5980.000000,5830.000000,5830.000000,2562.721680,905044
2000-10-06,5800.000000,5840.000000,5630.000000,5630.000000,2474.805908,489522
2000-10-09,5630.000000,5800.000000,5580.000000,5580.000000,2452.828369,554728
2000-10-10,5800.000000,5900.000000,5800.000000,5800.000000,2549.534424,1334126
2000-10-11,5800.000000,5980.000000,5780.000000,5780.000000,2540.742676,1721388
2000-10-12,5950.000000,6000.000000,5840.000000,5840.000000,2567.117432,1195486
2000-10-13,5940.000000,6040.000000,5900.000000,5900.000000,2593.492432,2114760
2000-10-16,6000.000000,6020.000000,5830.000000,5830.000000,2562.721680,904001
2000-10-17,5930.000000,5930.000000,5850.000000,5850.000000,2571.512695,373559
2000-10-18,5950.000000,5950.000000,5820.000000,5820.000000,2558.325684,1679273
2000-10-19,5900.000000,5950.000000,5830.000000,5830.000000,2562.721680,573508
2000-10-20,6000.000000,6050.000000,5950.000000,5950.000000,2615.470459,1584132
